Year - Month,Carrier,Departures,Miles,Seats,Passengers,Seat Utilization,Payload (lbs),Freight (lbs),Mail (lbs)
2009-11,Capital Cargo International (International),349,"291,752",0,0,-,"20,216,000","11,782,683",0
2009-11,Cargojet Airways Ltd. (International),112,"52,970",0,0,-,"6,706,023","3,053,409",0
2009-11,Cargolux Airlines International S.A (International),251,"725,228",0,0,-,"60,742,000","33,138,327",0
2009-11,Caribbean Airlines Limited (International),292,"574,028","44,968","38,132",85%,"9,028,932","93,685",0
2009-11,CAT Aviation (International),1,"3,868",13,8,62%,"2,603",0,0
2009-11,Cathay Pacific Airways Ltd. (International),993,"4,813,906","144,900","118,681",82%,"176,988,900","94,941,588",0
2009-11,Cayman Airways Limited (International),228,"122,676","27,604","16,268",59%,"6,878,944","4,280",0
2009-11,Centurion Cargo Inc. (Latin America),104,"261,810",0,0,-,"19,152,000","9,069,192",0
2009-11,Chautauqua Airlines Inc. (Domestic),"13,772","5,760,290","655,233","474,693",72%,"157,710,829","2,358",17
2009-11,China Airlines Ltd. (International),906,"3,857,963","77,292","56,866",74%,"208,044,804","118,337,347",0
2009-11,China Cargo Airline (International),151,"939,266",0,0,-,"37,271,861","28,416,886",0
2009-11,China Eastern Airlines (International),93,"633,069","29,760","18,898",64%,"21,585,300","2,156,796",0
2009-11,China Southern Airlines (International),30,"217,440","8,370","5,794",69%,"2,947,296","471,863",0
2009-11,Cielos De Peru (International),108,"194,897",0,0,-,"16,915,800","14,500,627",0
2009-11,Colgan Air (Domestic),"8,668","1,767,746","391,571","213,433",55%,"89,182,332","22,651",840
2009-11,Comair Inc. (Domestic),"10,963","5,184,142","623,970","458,694",74%,"157,086,656","4,443",0
2009-11,"Comlux Aviation, AG (International)",5,"14,880",62,22,35%,"15,180",0,0
2009-11,"Comlux Malta, Ltd. (International)",2,"8,387",28,10,36%,"6,600",0,0
2009-11,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,714","495,085","100,418","66,394",66%,"31,194,716",171,5
2009-11,Compagnia Aerea Italiana (International),331,"1,464,562","139,532","65,303",47%,"48,035,966","3,631,330",0
2009-11,Compagnie Natl Air France (International),"1,090","4,499,054","282,441","242,077",86%,"99,635,697","25,419,416",0
2009-11,Compania Mexicana De Aviaci (International),"2,772","4,015,956","350,670","249,026",71%,"95,896,374","712,457",0
2009-11,Compania Panamena (Copa) (International),590,"918,985","78,546","62,469",80%,"22,173,153","424,885",0
2009-11,Compass Airlines (Domestic),"4,478","3,055,704","340,402","256,069",75%,"86,554,320","26,524","1,014"
2009-11,Condor Flugdienst (International),18,"100,494","4,860","4,491",92%,"1,297,769","75,775",0
2009-11,Continental Air Lines Inc. (Atlantic),"1,955","8,067,527","409,485","328,850",80%,"138,582,818","15,827,050","2,132,110"
2009-11,Continental Air Lines Inc. (Domestic),"20,521","24,547,681","3,136,247","2,542,285",81%,"785,534,586","9,061,485","9,165,619"
2009-11,Continental Air Lines Inc. (Latin America),"3,548","5,929,845","552,534","442,548",80%,"137,299,936","5,450,298","489,368"
2009-11,Continental Air Lines Inc. (Pacific),277,"1,967,123","78,828","60,917",77%,"26,757,848","4,980,659","683,199"
2009-11,Continental Micronesia (Pacific),750,"1,283,282","133,774","88,564",66%,"37,354,116","2,940,048","799,598"
2009-10,40-Mile Air (Domestic),72,"6,890",360,76,21%,"86,400","5,495","1,466"
2009-10,ABSA-Aerolinhas Brasileiras (International),41,"112,625",0,0,-,"5,141,400","2,977,103",0
2009-10,ABX Air Inc (Domestic),"1,320","1,237,183",0,0,-,"127,049,761","46,778,281",0
2009-10,ACM AIR CHARTER GmbH (International),4,"16,457",46,17,37%,"11,880",0,0
2009-10,Aer Lingus Plc (International),384,"1,287,402","114,808","82,708",72%,"35,145,000","3,728,954",0
2009-10,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,54,"47,958","6,480","2,169",33%,"1,544,400",0,0
2009-10,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",18,"20,502","2,663","1,961",74%,"533,332",0,0
2009-10,Aeroflot Russian Airlines (International),108,"556,424","23,544","18,763",80%,"7,517,400","826,147",0
2009-10,Aerolineas Argentinas (International),39,"171,795","10,741","7,518",70%,"3,358,080","1,626,313",0
2009-10,Aerolitoral (International),279,"209,376","18,066","10,935",61%,"4,742,352","10,812",0
2009-10,Aeromexico (International),"1,108","1,547,003","143,420","101,354",71%,"33,694,970","664,368",0
2009-10,Aeroservices Executive (International),2,"7,270",28,14,50%,"10,560",0,0
2009-10,Aerosur (International),96,"101,324","14,488","9,145",63%,"4,444,000","53,406",0
2009-10,Aerosvit Ukranian Airlines (International),36,"169,200","8,174","7,047",86%,"2,653,200","307,679",0
2009-10,Aerotransportes Mas De Crga (International),156,"229,468",0,0,-,"19,326,120","10,135,180",0
2009-10,Aerounion Aerotransporte de Carga Union SA de CV (Inter,105,"149,334",0,0,-,"10,164,000","7,628,610",0
2009-10,Aerovias Nacl De Colombia (International),682,"1,238,478","107,691","70,172",65%,"26,601,183","1,955,744",0
2009-10,Air Atlanta Icelandic (International),28,"99,287",0,0,-,"7,823,846","4,017,640",0
2009-10,Air Berlin PLC and CO (International),154,"692,768","46,200","36,791",80%,"15,897,024","3,272,943",0
2009-10,Air Canada (International),"5,002","5,099,278","496,514","364,232",73%,"136,700,034","1,096,012",0
2009-10,Air China (International),281,"1,493,083","46,566","40,212",86%,"55,899,261","25,949,367",0
2009-10,Air Europa (International),66,"240,000","19,734","15,158",77%,"8,077,930","457,417",0
2009-10,Air Georgian (International),"1,266","402,358","22,696","8,902",39%,"4,565,357",0,0
2009-10,Air Jamaica Limited (International),485,"571,340","75,068","52,727",70%,"18,962,323","165,842",0
2009-10,Air Japan Co (International),62,"236,716","13,268","11,619",88%,"4,185,570","585,180",0
2009-10,Air New Zealand (International),227,"1,347,748","76,175","61,642",81%,"39,855,996","2,204,579",0
2009-10,Air Pacific Ltd. (International),50,"223,150","20,990","11,426",54%,"4,557,058","646,505",0
2009-10,Air Tahiti Nui (International),126,"578,970","37,044","32,180",87%,"9,979,200","1,765,707",0
2009-10,AirTran Airways Corporation (Domestic),"20,831","15,013,158","2,567,647","1,998,525",78%,"582,724,500",0,0
2009-10,AirTran Airways Corporation (Latin America),98,"95,482","13,426","10,036",75%,"3,381,000",0,0
2009-10,Air Transport International (Atlantic),55,"90,726",0,0,-,"5,777,000","3,430,377",0
2009-10,Air Transport International (Domestic),526,"434,783",0,0,-,"51,952,000","22,788,153",0
2009-10,Air Wisconsin Airlines Corp (Domestic),"13,554","4,789,969","677,700","509,278",75%,"326,160,216","123,659","3,512"
2009-10,Alaska Airlines Inc. (Domestic),"11,938","12,287,986","1,681,008","1,213,436",72%,"462,322,098","9,552,247","4,132,918"
2009-10,Alaska Airlines Inc. (Latin America),414,"517,746","65,464","55,349",85%,"16,920,438","187,545","5,659"
2009-10,Alaska Central Express (Domestic),789,"220,002",114,35,31%,"4,434,760","838,425","571,065"
2009-10,Alia-(The) Royal Jordanian (International),77,"463,270","19,558","13,491",69%,"6,369,440","654,693",0
2009-10,Allegiant Air (Domestic),"2,782","2,442,378","413,420","359,069",87%,"93,230,000",0,0
2009-10,All Nippon Airways Co. (International),323,"1,923,006","75,020","61,039",81%,"35,577,958","12,455,861",0
2009-10,Aloha Air Cargo (Domestic),675,"97,295",0,0,-,"18,900,000","6,706,651","1,272,938"
2009-10,American Airlines Inc. (Atlantic),"2,090","8,754,287","471,454","394,042",84%,"180,942,700","31,309,490","3,099,898"
2009-10,American Airlines Inc. (Domestic),"46,401","48,925,489","7,051,173","5,737,688",81%,"1,938,877,177","19,181,298","7,178,773"
2009-10,American Airlines Inc. (Latin America),"7,240","10,879,685","1,273,775","987,957",78%,"381,525,150","17,811,757","1,501,278"
2009-10,American Airlines Inc. (Pacific),355,"2,263,611","87,021","70,062",81%,"36,944,800","9,037,615","394,170"
2009-10,Amerijet International (Domestic),48,"50,160",0,0,-,"2,928,000","1,074,240",0
2009-10,Amerijet International (Latin America),235,"222,595",0,0,-,"15,408,000","5,785,567","82,618"
2009-10,Ameristar Air Cargo (Domestic),58,"48,527",336,87,26%,"1,286,602","199,527",0
2009-10,Ameristar Air Cargo (International),59,"41,408",0,0,-,"1,252,334","247,690",0
2009-10,Antonov Company (International),5,"13,301",0,0,-,"2,750,000","1,060,400",0
2009-10,Arctic Circle Air Service (Domestic),70,"12,688",250,0,0%,"490,000","117,488","50,353"
2009-10,Arctic Transportation (Domestic),"1,546","106,441",0,0,-,"4,799,150","1,017,651","1,056,510"
2009-10,Arrow Air Inc. (Latin America),516,"832,667",0,0,-,"59,391,924","47,833,968",0
2009-10,Asiana Airlines Inc. (International),721,"3,022,218","115,850","83,822",72%,"130,594,902","44,975,788",0
2009-10,Asia Pacific (International),59,"111,005",0,0,-,"2,743,500","1,105,451","256,258"
2009-10,"Astar USA, LLC (Domestic)",169,"85,931",0,0,-,"16,055,000","4,883,678",0
2009-10,"Astar USA, LLC (Latin America)",88,"128,139",0,0,-,"8,360,000","2,754,302",0
2009-10,Atlas Air Inc. (Domestic),205,"405,755",0,0,-,"52,013,585","24,987,585",0
2009-10,Atlas Air Inc. (International),363,"1,400,136",0,0,-,"91,763,692","64,028,497",0
2009-10,Austrian Airlines (International),120,"522,180","29,140","25,704",88%,"9,504,000","2,358,123",0
2009-10,Avia Leasing Company (International),1,518,0,0,-,"44,000","18,700",0
2009-10,Avjet Corporation (Domestic),124,"158,411","1,367",407,30%,"324,000",0,0
2009-10,Bahamasair Holding Limited (International),562,"106,223","30,900","19,346",63%,"13,573,997",0,0
2009-10,Bemidji Airlines (Domestic),50,"9,170",50,0,0%,"135,000","61,001",0
2009-10,Bering Air Inc. (Domestic),"2,505","211,465","22,487","8,482",38%,"6,745,150","153,957","780,933"
2009-10,Britannia Airways Ltd. (International),89,"376,767","22,962","18,646",81%,"8,164,860","323,244",0
2009-10,British Airways Plc (International),"2,183","8,998,103","561,428","491,971",88%,"185,342,642","45,337,994",0
2009-10,C.A.L Cargo Airlines (International),12,"44,556",0,0,-,"3,115,200","2,170,311",0
2009-10,Canjet Airlines (International),40,"46,040","7,560","5,033",67%,"1,911,976",0,0
2009-10,Cape Air (Domestic),"9,915","767,751","100,642","47,204",47%,"20,955,735",0,"84,739"
2009-10,Capital Cargo International (Domestic),572,"269,760",0,0,-,"31,880,000","15,094,675",0
2009-10,Capital Cargo International (International),391,"310,366",0,0,-,"22,390,000","12,560,821",0
2009-10,Cargojet Airways Ltd. (International),120,"57,853",0,0,-,"7,184,804","3,570,033",0
2009-10,Cargolux Airlines International S.A (International),276,"797,743",0,0,-,"66,550,000","33,176,273",0
2009-10,Caribbean Airlines Limited (International),302,"593,750","46,508","37,105",80%,"9,338,142","88,097",0
2009-10,CAT Aviation (International),4,"16,586",54,6,11%,"10,812",0,0
2009-10,Cathay Pacific Airways Ltd. (International),971,"4,673,553","139,904","116,560",83%,"173,222,478","98,579,874",0
2009-10,Cayman Airways Limited (International),169,"83,288","20,514","12,224",60%,"6,308,445","2,829",0
2009-10,Centurion Cargo Inc. (Latin America),103,"232,301",0,0,-,"19,034,000","8,602,970",0
2009-10,Chautauqua Airlines Inc. (Domestic),"14,546","5,871,212","693,975","528,071",76%,"166,617,622","2,466",753
2009-10,China Airlines Ltd. (International),982,"4,449,913","111,145","87,138",78%,"214,669,157","133,551,084",0
2009-10,China Cargo Airline (International),200,"1,187,544",0,0,-,"47,071,978","30,027,954",0
2009-10,China Eastern Airlines (International),94,"638,646","30,080","20,817",69%,"21,817,400","1,918,316",0
2009-10,China Southern Airlines (International),32,"231,936","8,928","6,397",72%,"3,143,782","489,731",0
2009-10,Cielos De Peru (International),91,"185,028",0,0,-,"14,339,600","12,744,106",0
2009-10,Colgan Air (Domestic),"8,911","1,844,729","403,522","233,759",58%,"91,955,304","8,699",190
2009-10,Comair Inc. (Domestic),"12,001","5,850,589","680,735","531,639",78%,"171,275,372","5,082",0
2009-10,"Comlux Aviation, AG (International)",4,"17,719",56,14,25%,"13,200",0,0
2009-10,"Comlux Malta, Ltd. (International)",8,"28,089",134,83,62%,"61,600",0,0
2009-10,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,806","489,505","103,822","71,970",69%,"32,252,164",79,2
2009-10,Compagnia Aerea Italiana (International),384,"1,698,840","156,848","85,767",55%,"53,079,970","4,343,347",0
2009-10,Compagnie Natl Air France (International),"1,233","5,169,309","350,519","315,891",90%,"119,877,230","27,135,315",0
2009-10,Compania Mexicana De Aviaci (International),"2,754","3,974,748","347,690","235,814",68%,"95,226,323","568,448",0
2009-10,Compania Panamena (Copa) (International),611,"949,404","79,887","63,101",79%,"22,931,250","428,057",0
2009-10,Compass Airlines (Domestic),"4,345","3,209,608","330,220","261,799",79%,"84,016,720","9,873",858
2009-10,Condor Flugdienst (International),20,"105,674","5,400","4,786",89%,"1,480,037","18,049",0
2009-10,Continental Air Lines Inc. (Atlantic),"2,239","9,021,822","466,703","394,310",84%,"160,071,065","15,779,489","1,972,331"
2009-10,Continental Air Lines Inc. (Domestic),"21,253","25,379,204","3,274,843","2,707,078",83%,"803,620,799","9,920,838","9,917,119"
2009-10,Continental Air Lines Inc. (Latin America),"3,214","5,437,321","491,884","390,963",79%,"123,332,341","5,735,079","483,820"
2009-10,Continental Air Lines Inc. (Pacific),310,"2,210,610","88,350","68,933",78%,"29,187,507","5,562,922","695,829"
2009-10,Continental Micronesia (Pacific),774,"1,320,219","137,961","83,566",61%,"37,614,014","3,182,443","871,948"
2009-09,40-Mile Air (Domestic),70,"7,263",350,68,19%,"84,000","8,135","1,424"
2009-09,"Abaco Air, Ltd. (International)",1,187,6,2,33%,"4,998",0,0
2009-09,ABSA-Aerolinhas Brasileiras (International),91,"322,907",0,0,-,"11,411,400","5,714,721",0
2009-09,ABX Air Inc (Domestic),"1,178","1,104,193",0,0,-,"113,323,348","40,961,103",0
2009-09,ACM AIR CHARTER GmbH (International),6,"23,498",69,19,28%,"17,820",0,0
2009-09,Aer Lingus Plc (International),401,"1,354,139","120,289","87,405",73%,"36,810,400","3,943,867",0
2009-09,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,52,"45,596","6,240","2,292",37%,"1,487,200",0,0
2009-09,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",26,"29,614","3,848","2,502",65%,"770,370",0,0
2009-09,Aeroflot Russian Airlines (International),108,"561,676","23,544","19,637",83%,"7,453,600","572,996",0
2009-09,Aerolineas Argentinas (International),42,"185,010","11,106","8,029",72%,"3,525,984","1,018,225",0
2009-09,Aerolitoral (International),327,"247,811","22,132","13,301",60%,"5,882,811","28,100",0
2009-09,Aeromexico (International),"1,049","1,487,913","135,354","91,260",67%,"30,590,143","470,850",0
2009-09,Aerosur (International),78,"97,218","12,666","7,870",62%,"4,037,880","208,418",0
2009-09,Aerosvit Ukranian Airlines (International),42,"197,400","87,772","8,656",10%,"2,864,400","263,235",0
2009-09,Aerotransportes Mas De Crga (International),138,"204,858",0,0,-,"17,104,560","8,885,203",0
2009-09,Aerounion Aerotransporte de Carga Union SA de CV (Inter,89,"125,907",0,0,-,"8,615,200","4,219,940",0
2009-09,Aerovias Nacl De Colombia (International),659,"1,195,668","105,724","71,814",68%,"26,001,718","1,647,863",0
2009-09,Air Atlanta Icelandic (International),25,"85,432",0,0,-,"7,295,907","3,824,920",0
2009-09,Air Berlin PLC and CO (International),157,"703,459","47,252","35,374",75%,"16,374,457","3,129,509",0
2009-09,Air Canada (International),"4,908","5,160,968","481,376","341,444",71%,"131,477,491","1,102,792",0
2009-09,Air China (International),277,"1,458,970","45,536","39,013",86%,"47,126,175","23,032,668",0
2009-09,Air Europa (International),62,"225,028","18,538","12,118",65%,"8,164,196","279,923",0
2009-09,Air Georgian (International),"1,188","374,130","21,342","8,742",41%,"4,272,062",0,0
2009-09,Air Jamaica Limited (International),505,"588,752","78,600","54,960",70%,"19,849,976","156,361",0
2009-09,Air Japan Co (International),66,"251,988","13,696","11,972",87%,"4,455,607","625,137",0
2009-09,Air New Zealand (International),290,"1,714,760","96,970","83,523",86%,"47,986,888","2,722,689",0
2009-09,Air North (International),13,"4,729",520,49,9%,"129,987",0,0
2009-09,Air Pacific Ltd. (International),44,"219,232","16,882","10,461",62%,"4,738,334","594,632",0
2009-09,Air Tahiti Nui (International),127,"584,640","37,338","32,556",87%,"10,058,400","1,789,359",0
2009-09,AirTran Airways Corporation (Domestic),"19,396","14,052,213","2,388,112","1,794,150",75%,"541,320,500",0,0
2009-09,AirTran Airways Corporation (Latin America),78,"77,862","10,686","7,675",72%,"2,691,000",0,0
2009-09,Air Transport International (Atlantic),37,"43,443",0,0,-,"3,906,000","2,437,821",0
2009-09,Air Transport International (Domestic),491,"408,891",0,0,-,"48,606,000","22,229,096",0
2009-09,Air Wisconsin Airlines Corp (Domestic),"13,064","4,687,190","653,200","467,118",72%,"314,368,966","84,262","3,291"
2009-09,Alaska Airlines Inc. (Domestic),"11,754","12,087,936","1,654,084","1,226,449",74%,"456,407,441","12,223,548","4,090,584"
2009-09,Alaska Airlines Inc. (Latin America),384,"485,022","59,614","45,037",76%,"15,355,798","167,497","2,200"
2009-09,Alaska Central Express (Domestic),756,"192,964",323,141,44%,"4,246,255","842,882","485,498"
2009-09,Alia-(The) Royal Jordanian (International),98,"590,740","24,892","16,000",64%,"8,106,560","521,840",0
2009-09,Allegiant Air (Domestic),"2,571","2,188,751","382,070","329,187",86%,"86,161,000",0,0
2009-09,All Nippon Airways Co. (International),319,"1,889,874","73,094","57,317",78%,"35,170,327","12,025,461",0
