"Year...Month","Carrier","Departures","Miles","Seats","Passengers","Seat.Utilization"
"2015-08","Air Charter, Inc d/b/a Air Flamenco (Domestic)","1,192","33,258","9,585","5,188","54%"
"2015-08","Air China (International)","653","3,915,729","163,208","143,609","88%"
"2015-08","Air Company Yakutia (International)","10","19,580","1,260","611","48%"
"2015-08","Air Europa (International)","140","559,400","39,160","33,557","86%"
"2015-08","Air Excursions LLC (Domestic)","369","15,123","2,179","959","44%"
"2015-08","Air Georgian (International)","1,831","683,884","61,466","41,747","68%"
"2015-08","Air Japan Co (International)","62","236,778","13,268","11,833","89%"
"2015-08","Air New Zealand (International)","314","1,883,412","98,084","83,051","85%"
"2015-08","Air Pacific Ltd. (International)","88","401,768","20,276","16,479","81%"
"2015-08","Air Sunshine Inc. (Domestic)","300","27,180","2,700","761","28%"
"2015-08","Air Tahiti Nui (International)","178","823,410","52,332","44,111","84%"
"2015-08","Air Transat (International)","66","81,884","14,156","12,687","90%"
"2015-08","Air Transport International (Domestic)","356","236,528","246","0","0%"
"2015-08","Air Wisconsin Airlines Corp (Domestic)","14,372","5,112,940","718,198","594,230","83%"
"2015-08","Alaska Airlines Inc. (Domestic)","16,435","18,915,949","2,542,048","2,136,634","84%"
"2015-08","Alaska Airlines Inc. (Latin America)","680","846,405","110,288","94,460","86%"
"2015-08","Alaska Central Express (Domestic)","786","230,993","1,488","782","53%"
"2015-08","Albinati Aeronautics SA (International)","5","16,631","66","28","42%"
"2015-08","Albinati aviation Limited (International)","3","10,739","39","6","15%"
"2015-08","Alia-(The) Royal Jordanian (International)","129","777,146","33,125","29,007","88%"
"2015-08","Allegiant Air (Domestic)","5,654","5,123,198","954,952","822,502","86%"
"2015-08","All Nippon Airways Co. (International)","806","4,531,766","193,934","161,462","83%"
"2015-08","American Airlines Inc. (Atlantic)","4,051","16,601,010","956,586","798,324","83%"
"2015-08","American Airlines Inc. (Domestic)","80,632","84,259,861","12,386,377","10,848,964","88%"
"2015-08","American Airlines Inc. (Latin America)","11,977","17,899,587","1,979,899","1,683,663","85%"
"2015-08","American Airlines Inc. (Pacific)","663","4,459,476","163,528","148,476","91%"
"2015-08","Arctic Transportation (Domestic)","1,332","119,808","2,751","282","10%"
"2015-08","Arik Air International (International)","24","126,000","5,208","3,490","67%"
"2015-08","Asiana Airlines Inc. (International)","868","3,869,781","165,137","144,621","88%"
"2015-08","Atlas Air Inc. (Domestic)","568","871,385","3,011","383","13%"
"2015-08","Atlas Air Inc. (International)","551","1,949,559","12,754","2,430","19%"
"2015-08","Austrian Airlines (International)","248","1,095,664","64,480","59,063","92%"
"2015-08","Avior Airlines, C.A. (International)","100","148,600","14,400","11,641","81%"
"2015-08","Avjet Corporation (Domestic)","165","163,176","1,614","350","22%"
"2015-08","Azerbaijan Airlines CJSC (International)","28","163,268","6,636","5,290","80%"
"2015-08","Azul Linhas Aereas Brazileiras S A (International)","147","605,281","39,249","34,208","87%"
"2015-08","Bahamasair Holding Limited (International)","741","147,758","75,130","58,821","78%"
"2015-08","Bering Air Inc. (Domestic)","2,822","269,650","24,114","8,120","34%"
"2015-08","Blue Jet SP Z o o (International)","9","22,777","95","21","22%"
"2015-08","Boutique Air (Domestic)","942","198,740","7,536","3,687","49%"
"2015-08","Britannia Airways Ltd. (International)","88","373,237","25,803","25,432","99%"
"2015-08","British Airways Plc (International)","2,579","10,727,499","742,174","668,142","90%"
"2015-08","Brussels Airlines N.V. (International)","107","402,494","30,054","25,706","86%"
"2015-08","Cape Air (Domestic)","13,410","1,240,494","119,896","74,152","62%"
"2015-08","Caribbean Airlines Limited (International)","748","1,250,572","119,346","107,499","90%"
"2015-08","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","277","126,427","42,935","27,993","65%"
"2015-08","CAT Aviation (International)","4","17,407","52","16","31%"
"2015-08","Cathay Pacific Airways Ltd. (International)","1,483","8,010,711","225,530","176,800","78%"
"2015-08","Cayman Airways Limited (International)","251","180,774","30,386","23,505","77%"
"2015-08","CFM Inc d/b/a Contour Airlines (Domestic)","231","35,596","5,511","2,513","46%"
"2015-08","Chartright Air Inc. (International)","92","56,804","654","291","44%"
"2015-08","China Airlines Ltd. (International)","707","3,407,783","107,603","94,071","87%"
"2015-08","China Eastern Airlines (International)","350","2,120,178","94,744","81,414","86%"
"2015-08","China Southern Airlines (International)","366","2,637,238","83,328","75,880","91%"
"2015-08","City Wings Inc dba Seaflight (Domestic)","270","12,150","2,430","1,781","73%"
"2015-08","Comlux Aruba NV (International)","1","4,360","63","18","29%"
"2015-08","Comlux Malta, Ltd. (International)","2","3,699","38","16","42%"
"2015-08","Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,121","613,715","125,487","101,282","81%"
"2015-08","Compagnia Aerea Italiana (International)","496","2,310,438","132,480","112,199","85%"
"2015-08","Compagnie Aerienne Inter Regionale Express dba Air Anti","124","46,810","2,977","2,108","71%"
"2015-08","Compagnie Natl Air France (International)","1,390","5,759,495","457,206","405,120","89%"
"2015-07","40-Mile Air (Domestic)","111","9,799","381","105","28%"
"2015-07","ABC Aerolineas SA de CV dba Interjet (International)","859","850,937","111,009","83,949","76%"
"2015-07","Acropolis Aviation Ltd. (International)","4","14,015","76","13","17%"
"2015-07","Aer Lingus Plc (International)","660","2,259,716","174,833","158,709","91%"
"2015-07","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","201","146,501","30,836","23,812","77%"
"2015-07","Aeroflot Russian Airlines (International)","230","1,184,446","80,762","69,535","86%"
"2015-07","Aerolineas Argentinas (International)","202","938,932","55,472","44,262","80%"
"2015-07","Aerolitoral (International)","942","739,307","77,991","63,312","81%"
"2015-07","Aeromexico (International)","2,272","3,553,476","355,208","312,331","88%"
"2015-07","Aerovias de Intergracian Regional (International)","62","93,372","14,739","12,656","86%"
"2015-07","Aerovias Nacl De Colombia (International)","905","1,611,994","144,566","125,818","87%"
"2015-07","Air Alsie A/S (International)","16","48,113","180","53","29%"
"2015-07","Air Berlin PLC and CO (International)","380","1,675,222","111,902","96,063","86%"
"2015-07","Air Busan (International)","7","12,544","1,134","677","60%"
"2015-07","Air Canada (International)","3,293","4,580,230","403,960","358,801","89%"
"2015-07","Air Canada rouge LP (International)","1,734","2,327,340","263,110","231,121","88%"
"2015-07","Air Charter, Inc d/b/a Air Flamenco (Domestic)","1,691","48,539","15,219","8,565","56%"
"2015-07","Air China (International)","661","3,949,565","160,164","128,096","80%"
"2015-07","Air Company Yakutia (International)","6","11,748","756","269","36%"
"2015-07","Air Europa (International)","138","550,552","38,652","30,360","79%"
"2015-07","Air Excursions LLC (Domestic)","364","14,758","2,066","926","45%"
"2015-07","Air Georgian (International)","1,833","691,372","61,868","44,571","72%"
"2015-07","Air Japan Co (International)","62","236,778","13,268","12,079","91%"
"2015-07","Air New Zealand (International)","332","1,987,320","103,961","90,257","87%"
"2015-07","Air Pacific Ltd. (International)","98","450,826","22,840","18,982","83%"
"2015-07","Air Sunshine Inc. (Domestic)","248","20,398","2,232","599","27%"
"2015-07","Air Tahiti Nui (International)","191","884,573","56,154","47,961","85%"
"2015-07","Air Transat (International)","61","73,128","12,777","11,186","88%"
"2015-07","Air Transport International (Domestic)","399","256,790","276","0","0%"
"2015-07","Air Wisconsin Airlines Corp (Domestic)","14,551","5,219,676","727,259","604,207","83%"
"2015-07","Alaska Airlines Inc. (Domestic)","16,091","18,933,457","2,474,848","2,121,170","86%"
"2015-07","Alaska Airlines Inc. (Latin America)","718","878,125","119,412","104,949","88%"
"2015-07","Alaska Central Express (Domestic)","1,072","322,465","1,904","971","51%"
"2015-07","Alia-(The) Royal Jordanian (International)","124","748,094","32,860","24,694","75%"
"2015-07","Allegiant Air (Domestic)","6,959","6,346,687","1,173,386","1,062,910","91%"
"2015-07","All Nippon Airways Co. (International)","774","4,409,558","184,713","145,448","79%"
"2015-07","American Airlines Inc. (Atlantic)","4,058","16,625,440","957,247","797,283","83%"
"2015-07","American Airlines Inc. (Domestic)","82,420","86,465,196","12,682,156","11,284,111","89%"
"2015-07","American Airlines Inc. (Latin America)","13,190","19,429,066","2,168,687","1,860,381","86%"
"2015-07","American Airlines Inc. (Pacific)","650","4,370,155","160,674","139,000","87%"
"2015-07","Ameristar Air Cargo (Domestic)","43","30,650","586","84","14%"
"2015-07","Ameristar Air Cargo (International)","14","9,865","414","120","29%"
"2015-07","Arctic Transportation (Domestic)","1,281","105,716","2,341","227","10%"
"2015-07","Arik Air International (International)","24","126,000","5,208","3,081","59%"
"2015-07","Asiana Airlines Inc. (International)","868","3,870,749","164,464","142,529","87%"
"2015-07","Atlas Air Inc. (Domestic)","626","902,919","3,781","776","21%"
"2015-07","Atlas Air Inc. (International)","564","1,967,007","16,230","2,904","18%"
"2015-07","Austrian Airlines (International)","246","1,087,184","63,864","58,405","91%"
"2015-07","Avior Airlines, C.A. (International)","88","130,768","12,672","10,270","81%"
"2015-07","Avjet Corporation (Domestic)","213","216,334","2,186","558","26%"
"2015-07","Azerbaijan Airlines CJSC (International)","26","151,606","6,162","4,546","74%"
"2015-07","Azul Linhas Aereas Brazileiras S A (International)","179","737,483","47,811","40,388","84%"
"2015-07","Bahamasair Holding Limited (International)","751","150,494","76,610","55,385","72%"
"2015-07","Bering Air Inc. (Domestic)","2,055","209,581","18,266","6,037","33%"
"2015-07","Blue Jet SP Z o o (International)","12","44,462","112","41","37%"
"2015-07","Boutique Air (Domestic)","714","169,849","5,712","2,663","47%"
"2015-07","Britannia Airways Ltd. (International)","89","376,437","25,967","25,169","97%"
"2015-07","British Airways Plc (International)","2,638","10,891,128","753,652","659,138","87%"
"2015-07","Brussels Airlines N.V. (International)","106","398,602","29,590","24,250","82%"
"2015-07","Cape Air (Domestic)","12,879","1,236,896","122,279","75,648","62%"
"2015-07","Caribbean Airlines Limited (International)","719","1,192,588","114,813","94,104","82%"
"2015-07","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","372","186,759","57,660","40,310","70%"
"2015-07","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","75","51,883","11,625","4,290","37%"
"2015-07","CAT Aviation (International)","9","37,404","117","30","26%"
"2015-07","Cathay Pacific Airways Ltd. (International)","1,491","8,015,475","226,825","172,687","76%"
"2015-07","Cayman Airways Limited (International)","269","202,431","32,574","22,888","70%"
"2015-07","CFM Inc d/b/a Contour Airlines (Domestic)","344","76,272","8,758","4,420","50%"
"2015-07","Chartright Air Inc. (International)","77","39,634","552","221","40%"
"2015-07","China Airlines Ltd. (International)","751","3,605,326","103,870","86,628","83%"
"2015-07","China Eastern Airlines (International)","358","2,141,658","97,076","76,960","79%"
"2015-07","China Southern Airlines (International)","360","2,576,296","83,328","70,826","85%"
"2015-07","City Wings Inc dba Seaflight (Domestic)","294","13,230","2,646","2,112","80%"
"2015-07","Comlux Aruba NV (International)","5","27,906","315","70","22%"
"2015-07","Comlux Malta, Ltd. (International)","2","7,552","28","6","21%"
"2015-07","Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,978","595,893","120,170","96,799","81%"
"2015-07","Compagnia Aerea Italiana (International)","494","2,303,114","131,986","110,986","84%"
"2015-07","Compagnie Aerienne Inter Regionale Express dba Air Anti","104","39,260","2,496","1,498","60%"
"2015-07","Compagnie Natl Air France (International)","1,374","5,705,850","453,586","404,503","89%"
"2015-07","Compania Panamena (Copa) (International)","1,655","3,024,149","251,945","199,803","79%"
"2015-07","Compass Airlines (Domestic)","6,943","4,871,298","520,912","444,798","85%"
"2015-07","Compass Airlines (Latin America)","115","155,072","8,649","7,510","87%"
"2015-07","Concesionaria Vuela Compania De Aviacion SA de CV (Vola","1,788","2,584,536","309,440","256,821","83%"
"2015-06","40-Mile Air (Domestic)","151","13,081","521","120","23%"
"2015-06","ABC Aerolineas SA de CV dba Interjet (International)","782","777,390","101,112","71,479","71%"
"2015-06","ACM AIR CHARTER GmbH (International)","5","16,212","58","10","17%"
"2015-06","Acropolis Aviation Ltd. (International)","2","6,448","38","8","21%"
"2015-06","Aer Lingus Plc (International)","623","2,135,361","165,561","153,805","93%"
"2015-06","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","205","150,527","32,324","21,476","66%"
"2015-06","Aeroflot Russian Airlines (International)","224","1,153,646","78,550","67,650","86%"
"2015-06","Aerolineas Argentinas (International)","164","775,144","44,918","35,350","79%"
"2015-06","Aerolitoral (International)","886","697,880","75,162","53,456","71%"
"2015-06","Aeromexico (International)","2,130","3,350,745","331,360","263,951","80%"
"2015-06","Aerovias de Intergracian Regional (International)","60","90,360","14,229","11,636","82%"
"2015-06","Aerovias Nacl De Colombia (International)","830","1,411,438","121,872","102,784","84%"
"2015-06","Air Alsie A/S (International)","12","37,387","132","35","27%"
"2015-06","Air Berlin PLC and CO (International)","356","1,564,024","105,266","86,606","82%"
"2015-06","Air Canada (International)","2,855","3,996,052","358,108","306,235","86%"
"2015-06","Air Canada rouge LP (International)","1,542","2,078,442","236,978","196,996","83%"
"2015-06","Air Charter, Inc d/b/a Air Flamenco (Domestic)","1,198","35,165","9,486","5,240","55%"
"2015-06","Air China (International)","600","3,581,240","145,076","119,625","82%"
"2015-06","Air Europa (International)","116","465,824","32,344","26,379","82%"
"2015-06","Air Excursions LLC (Domestic)","310","12,581","1,766","677","38%"
"2015-06","Air Georgian (International)","1,815","679,423","60,800","43,290","71%"
"2015-06","Air Japan Co (International)","60","229,140","12,840","11,802","92%"
"2015-06","Air New Zealand (International)","311","1,867,902","97,386","82,346","85%"
"2015-06","Air Pacific Ltd. (International)","88","408,736","20,862","18,283","88%"
"2015-06","Air Sunshine Inc. (Domestic)","300","27,180","3,000","694","23%"
"2015-06","Air Tahiti Nui (International)","155","721,350","45,570","38,654","85%"
"2015-06","Air Transat (International)","36","43,953","7,428","5,665","76%"
